郑重	审慎,庄严,把稳,认真,隆重,谨慎,慎重,庄重
瑰丽	绚烂,奇丽,富丽,斑斓,璀璨,秀丽,秀美,秀雅,绚丽,绮丽,美丽,美艳,艳丽,鲜艳,灿烂
泊车	停车
风闻	传闻
打算	设计,盘算,计算,企图,蓄意,预备,希图,策画,打定,安排,筹划,筹算,计划,谋划,准备
号衣	制服,礼服
含糊	暗昧,模糊,吞吐,迷糊,笼统,含胡,含混,混沌
玉山颓倒	烂醉如泥
阴私	秘密,阴事
惶恐不安	惊慌失措
早年	当年,从前
物极必反	否极泰来,穷则思变
答应	承诺,应允,准许,应许,答理,允诺,应承,赞同,允许,同意,容许,愿意,批准,理会,答允,许可,许诺,首肯,理睬
大醉	酣醉,烂醉,烂醉陶醉
子息	后世昆裔,子女,子孙,儿女,后代
朝发夕至	一箭之地
特点	特质,特色,特征,特性
永远	永久,长久,始终,万世,久远,恒久,悠久,永世,永恒,长期,长远
冤屈	委屈,冤枉,委曲
宝塔	浮图,浮屠
乱说	胡说,瞎扯,瞎说
举行	实行,举办,进行
大厦将倾	大厦将颠
莫予毒也	人莫予毒
检修	检验
市价	时价,时值,物价
作壁上观	袖手旁观,坐山观虎斗
沐浴	洗浴,洗澡
一路平安	一路顺风,一帆风顺
天摇地动	天旋地转
前度刘郎	重作冯妇
贩卖	出卖,销售,出售,卖出,售卖
软梯	绳梯
照旧	还是,仍旧,依旧,如故,仍然,照样,依然,照常
推荐	推选,举荐,保举,引荐,推举
当铺	押店,寺库
唯一	独一,仅有,惟一
勾联	勾连
反哺之私	寸草春晖
黑糊糊	黑黝黝,黑压压
安居乐业	政通人和,休养生息,安家立业,安身立命,天下太平
呐喊	叫喊,叫嚷,吆喝,呼吁,大叫,叫嚣
脚本	剧本
岁入	岁收
颓败	颓丧,颓靡,衰颓,丧气,懊丧,沮丧,颓落
专任	专职
前言	序言,媒介,序论,引子,绪言,绪论,弁言
偏心	偏疼,偏幸,偏爱
沙壶	砂壶
感慨	叹息,感触,慨叹,感伤,感叹,感喟
综上所述	总而言之
名师出高徒	强将手下无弱兵
私有	专有,独占,独有
深更半夜	半夜三更
清明	清朗,明朗
祖产	祖业
中央	中心,中间,核心,焦点
搀扶	扶持
不分彼此	水乳交融,情同手足
一波三折	好事多磨
村子	村庄,村落
解愁	浇愁
悉索敝赋	倾尽国库
流离失所	沦落风尘,颠沛流离,流离转徙,浪迹天涯,家破人亡,十室九空,流落他乡
感激涕零	感激不尽,感恩戴德
丁宁	吩咐,交代,叮咛,叮嘱,嘱咐,嘱托,打发
贵要	显达,显要,贵显
病院	医院
豹隐	幽居,遁世,隐居
狙击	偷袭
皮里阳秋	指桑骂槐
打鸭子上架	赶鸭子上架
吃惊	诧异,惊讶,受惊,惊诧,惊愕
忧虑	顾虑,忧患,苦恼,忧闷,顾忌,忧愁,焦灼,担心,担忧,忧郁,哀愁,忧伤,焦虑,焦急
出错	堕落,犯错,失足
寒意	凉意
超过跨过	高出
全无所闻	一无所知
赞不绝口	击节称赏,拍案叫绝,拍案而起,赞叹不已,交口称誉
逗留	盘桓,停留,徘徊,停顿,勾留,逗遛,徜徉
出处	情由,根源,起源,原因,原由,因由,来历,来源,来由,泉源,源由,由来,起因,原故
争吵	叫喊,斗嘴,吵闹,争辩,争论,不和,争执,争持,决裂,吵架,喧嚷,喧闹,翻脸,辩论,闹翻
人困马乏	精疲力尽,人喊马嘶
由于	因为
居所	寓所,住处
什物	实物
沉醉	沉浸,烂醉,陶醉
卑视	贱视,奴视
英雄仗义	豪侠好义
怫郁	愤懑
舞裙歌扇	舞衫歌扇
天然	自然
弥补	补充,填补,补偿,补救,添补
一朝	一旦
悍贼	大盗
灯红酒绿	花天酒地,醉生梦死,纸醉金迷,金迷纸醉,酒池肉林
娇媚	妩媚
轻视	看不起,亵渎,疏忽,蔑视,小视,鄙弃,鄙视,不放在眼里,歧视,轻蔑,藐视,怠慢,无视
蟠根错节	盘根错节
法令	规则,法律,功令,国法,司法,法则,公法
绵力	绵力薄材,薄材
恶人得势	歹徒横行
暴露	裸露,揭示,泄露,映现,走漏,展现,露出,呈现,揭破,揭露,显现,显示,显露,流露,表露,袒露,败露,闪现,泄漏
老拙	老朽
基本	根基,基础,根本
治绩	政绩
子丑寅卯	甲乙丙丁
不禁	不由
面面俱圆	左右逢源,八面见光,面面俱到
移民	侨民
小题大作	借题发挥,大惊小怪,如临大敌
粉白墨黑	粉白黛黑
沦浃肌髓	沦肌浃髓
胡涂	糊涂,昏瞶,颟顸
蜂拥而上	一拥而上,蜂拥而至
鸠占鹊巢	坐享其成
热情	激情,热忱,热心,亲切,亲热,殷勤,热诚,亲密
本分	天职,分内
逸想	妄想,幻想,空想
谗言	诽语
人给家足	丰衣足食
光芒耀眼	光彩夺目
赤手	徒手,白手,空手
雕残	凋落,凋零
飞扬跋扈	耀武扬威,不可一世,无法无天,为非作歹,横行霸道,作威作福,胡作非为,专横跋扈
谈笑	说笑,言笑
议论纷纷	人言啧啧,众说纷纭,七嘴八舌
泾渭分明	一丘之貉,爱憎分明,大是大非,一清二楚,若明若暗,黑白分明
反对	阻拦,抵制,阻止,否决,反驳,批驳,抗议,辩驳,阻挠,驳斥,阻挡,异议
祈福	祝福
助理	协理,副手,佐理,助手,帮手,辅佐,佐治,襄助
瞌睡	打盹,打盹儿
回佣	佣金,佣钱,佣钿
斑斓	瑰丽,鲜艳,灿烂,美丽,绚丽,秀丽,奇丽
鲁鱼亥豕	阴阳背谬
通俗文学	大众文学,民间文学
污浊	浑浊,混浊
污流	浊流
道谢	感谢,致谢,申谢,伸谢,叩谢,称谢,鸣谢
添补	增添,增加,补充,加添,填充,填补,弥补
久长	长久,悠久
迫急	急切
草木不生	牛山濯濯
早夭	短命,夭折,短寿
登陆	上岸,登岸
吃米不知米价	不识时务
权术	权略,霸术,机谋,权谋,谋略,手段
上网	上彀,上钩
费力	艰苦,吃力,费劲,辛苦
蟾宫折桂	金榜题名
机伶	机灵
照管	照料,照拂,关照,照应,照望,照看,照顾,看护,看管
费劲	费力,吃力,辛苦
和解	妥协,息争
嫁装	嫁妆
打架	斗殴,打斗,相打
凹面镜	凹透镜
机会	机缘,时机,机遇
很是	非常,颇为
面目全非	涣然一新,耳目一新,面目一新,改头换面
客栈	旅舍,旅馆,栈房,旅社,旅店,酒店,堆栈
毒害	迫害
排练	排演
爽朗	明朗,开朗
翻开	打开,掀开
炎暑	炎热,酷暑,盛暑,炎夏
一般为	通常是
容光焕发	神采焕发,气宇轩昂,脑满肠肥,神采飞扬,精神抖擞,神采奕奕,高视阔步,红光满面,精神焕发
不自量力	蚍蜉撼树,螳臂挡车,以卵投石,螳臂当车,癞蛤蟆想吃天鹅肉,以卵击石
办妥	搞妥,办好
猜测	猜想,推求,臆测,揣摩,预测,推度,估计,推想,推断,推测,揣测,猜度,料想
雄心壮志	青云之志,雄心勃勃,壮志凌云,鸿鹄之志
言之无物	无的放矢,夸夸其谈,废话连篇
出阁之喜	于归之喜
在她看来	在她眼里
转晴	放晴
落花流水	人仰马翻,溃不成军,一败涂地,狼狈不堪,丢盔弃甲,一蹶不振,片甲不留,屁滚尿流,土崩瓦解
变化多端	变幻莫测,千变万化,波谲云诡,变化无穷,变化无常,瞬息万变
奉告	告知,告诉
喽罗	喽啰
奉命	受命,遵命,遵照,衔命
爱人	恋人,情人
操琴	抚琴
踏实	扎实,塌实,结壮
繁芜	杂乱,庞杂,纷乱,繁杂,错杂,冗长,混乱,芜杂,零乱
食不果腹	饥肠辘辘
顽躯	贱体
总务	庶务,杂务
激昂	激越,激动,鼓动感动,鼓动,昂扬,高昂,慷慨,激动慷慨,高涨,振奋
民穷财尽	国困民艰,民不聊生
咎由自取	自取其祸,罪有应得,自作自受,作茧自缚,作法自毙
绵薄	菲薄,微薄
暗潮	暗流
揭晓	宣告,发表,发布,公布,宣布,揭橥,楬橥
汲深绠短	心余力绌
醉翁	酒徒
历尽艰险	出生入死,赴汤蹈火,冲锋陷阵
友人	伙伴,朋侪,同伴,朋友
月老祠	撮合山
前程万里	锦绣前程
哆嗦	寒战,颤抖,颤动,战栗,打颤,战抖,惊怖,发抖,觳觫,颤栗
奥妙无穷	变化莫测
反求诸己	严以责己
疾走	狂奔
掳掠	强抢,劫夺,抢劫,掠夺,抢夺,劫掠,抢掠,洗劫
借坡下驴	见风使舵
政府	当局
附属	附庸,从属,隶属
来源根基	本原
脸红	酡颜
临蓐	分娩,坐蓐,临盆,生产
赞扬	赞许,称誉,称道,颂扬,赞赏,歌唱,颂赞,歌咏,传颂,嘉奖,夸奖,歌颂,称扬,称赞,称颂,表彰,表扬,褒奖,讴歌,赞叹,赞美,赞誉,赞颂,投诉
河清海晏	水静无波,天下太平,风平浪静
删繁就简	简明扼要
束装	整装
脸色	神色,表情,神情,神志
洋蜡	白蜡
求乞	叫化
艺林	艺坛,艺苑
风高浪急	风号浪吼
当即	立刻,立即,马上
蓄志	故意,有心,有意,蓄意,蓄谋,存心
崭新	极新,斩新,簇新,全新
设防	布防
冒充	假充,假冒,假装,充作,混充,假意
踌蹰	踌躇
征求	征采,收集,收罗,搜求
收成	收获
盘曲	蟠曲,弯曲,屈折,屈曲,曲折
边界	边境,鸿沟,界限,范围,界线,畛域
启迪	开发,启示,启发,开导,诱导
踉蹡	踉跄
酬劳	工资,待遇,酬报,工钱,报酬,薪金
全心	经心
流浪	漂泊,流落,流离,流散,流亡,漂流,飘泊,落难,飘流
盛传	哄传
暗中	黑暗
响马	盗贼
迎阿	阿谀,谄媚
气味相投	意气相合,志同道合
大志	弘愿,壮志,宏愿,洪志,雄心
烦懑	苦恼,烦恼,忧愁,不快,烦闷
评断	评议,仲裁
鬼哭狼嗥	鬼哭狼嚎
奴才	奴仆,奴婢,奴隶,仆从
缠累	牵累
在意	在乎,介怀,在心,介意,留心,留意
逆风	戗风,顶风
逐个	一一,逐一
闲雅	娴雅,文雅
好头不如好尾	有始有终
冷淡	淡漠,冷漠,冷落,冷血,疏远
可憎	可恨,可恶
煤油	火油,石油
得势	得宠
径自	独自
遽变	急变
道路	途径,路途,路线,门路
特别很是	非常
遮盖	隐瞒,遮掩,粉饰,掩盖,掩饰,蒙蔽,覆盖,遮挡,遮蔽,掩护,文饰
腐化	陈腐,堕落,溃烂,腐朽,蜕化,腐败,朽败,腐烂,腐蚀,腐臭
安排	设计,张罗,支配,摆布,安插,布置,策画,放置,打算,安置,计划,部署,摆设,安顿,调动,调度,铺排
报怨	埋怨
打败	战胜,打倒
孤本	秘本,珍本
原形毕露	真相大白,暴露无遗
深信	确信,坚信,笃信
泰然	恬然
利益均沾	独享权益
黄历	皇历,历本,通书
玩物	玩具
游刃有余	熟能生巧,无所不知,措置裕如
增员	减员
尖刻	刻薄,尖酸,苛刻
掐头去尾	去头去尾
和悦	和善,和气,和蔼,平和,温和
埋藏	隐藏,埋没
处置惩罚	处理
晦涩	生涩,艰涩
瞎扯	胡说,乱说,瞎说
寰宇	世界,天下,天地,宇宙
堡垒	营垒,碉堡,城堡
茶馆	茶室,茶楼,茶肆,茶社
香肠	腊肠
稿本	初稿,草稿,原稿,底稿
汇合	会集,会合,集合,齐集
品德	品质,德行,道德,人品,人格,品格,品行,德性
利令智昏	见利忘义,财迷心窍,忘恩负义
核心分子	中心人物
参差	杂乱,杂沓,错落,零乱
戴孝	带孝
亡羊补牢	贼去关门
松柏后凋	岁寒松柏
小型	袖珍
出发点	起点
取出	掏出
因循	沿袭,复旧,守旧
术数	法术
救生衣	浮水衣
乖戾	凶横,狠恶,横暴,粗暴
三番五次	接二连三
空屋	空房
灭亡	沦亡,死亡,消失,毁灭,死灭,消亡,消灭,消逝,衰亡,覆灭
枯萎	凋落,枯黄,凋谢,干枯,凋零,雕谢,枯败,零落
赐教	指教,见教
磋商	斟酌,商议,商讨,商榷,讨论,协商,会商,切磋,商酌,商量,研究,磋议,筹议,计划,计议,接洽,筹商
荡舟	划船
演武厅	检阅场
军人	甲士,武士
遵老爱幼	扶老携幼
堕泪	啜泣,饮泣,哭泣,流泪,抽泣
裁人	裁员
状貌	容貌,模样形状,相貌,样子,神态,姿容,姿态,姿色,式样,形貌,模样,神情
阴森	昏暗,阴沉,阴暗
趣闻	妙闻
典籍	文籍,图书
强化	加强,深化
毒蛇猛兽	封豕长蛇
德性	德行,道德,品德
嫁妆	嫁奁,嫁装,妆奁
打定主意	拿定主意
影象	记忆,影像,印象
良莠不分	是非不分,良莠不齐
眼花缭乱	目迷五色,头昏眼花,扑朔迷离
义正辞严	理直气壮,一本正经
伸张	蔓延,扩展,伸展,扩充,扩大,扩张,舒展
骚人	诗人,墨客
坑害	陷害,构陷,诬害,谋害,谗谄
逊谢	谦谢
水尽鹅飞	鸡飞蛋打,水净鹅飞
免得	以免,省得
伸开	张开,展开
思路	思绪
惩前毖后	小惩大诫,严惩不贷
面颊	脸颊
孝敬	孝顺,贡献
咨议	商议,商榷,协商,商讨,商量
良图	美计
向壁虚构	凭空捏造,闭门造车
湔雪	洗雪
图穷匕见	东窗事发
院落	庭院,院子
独一无二	绝无仅有,天下无双,无独有偶,见所未见,举世无双,并世无双
托足	寄迹
术士	方士
迷茫	渺茫,苍茫,迷惑,迷蒙
分泌	排泄
心怀鬼胎	存心不良,居心叵测,心怀叵测,居心不良,别有用心,包藏祸心
卵白	蛋白
勇敢的人	勇猛,大胆,无畏,果敢,英勇
聚沙成塔	众志成城,积少成多,集腋成裘,万众一心,众擎易举,积铢累寸
采兰赠芍	采兰赠药
胯下之辱	奇耻大辱
圭臬标准	模范,圭表
名胜古迹	名山大川
一刹	一会儿
蝇头小利	微不足道
摧残	危害,凌虐,蹂躏,摧毁,摧折,残虐,迫害,毁坏,荼毒,践踏,戕害,残害,侵害,伤害,恣虐,破坏,糟蹋,肆虐,苛虐,虐待,蹧蹋,损害
毅然	坚决,决然,断然,果断
谋事在人	事在人为,人定胜天,成事在人
清茶淡饭	饭糗茹草
福寿无疆	福寿绵绵
投入	加入,参加
店东	东主,老板,雇主,东家,店主
分外	特别,特殊,格外,非常,额外
埋没	湮没,吞没,湮灭,荫蔽,沉没,淹没,隐藏,埋藏,藏匿,潜匿,泯没
两重	双重
彷徨歧途	徘徊歧路
一切	一齐,全体,全盘,全部,全面,完全,悉数,所有,整个,统统,全数
极目远望	极目远眺
礼聘	聘请
泛爱	博爱
店主	东主,老板,雇主,店东,东家,东主店东
力大无穷	孔武有力
干证	旁证
浮华	奢华
协助	协理,扶助,佐理,帮助,帮忙,帮手,襄助,辅佐,辅助
险象环生	岌岌可危
指导	指挥,教导,教诲,训导,指示,教育,叨教,带领,引导,批示,指使,指引,指点,训诲,辅导,领导
糜烂	腐败
畏怯	畏缩,忌惮,害怕,怯弱,恐惧,惧怕,畏惧,胆寒,胆怯
协力	合力
沃畴	沃田,肥田
矛盾	抵牾,冲突
市道市情	市面
好为人师	自以为是
佳人才子	才子佳人
包藏祸心	存心不良,居心叵测,心怀叵测,心怀鬼胎,别有用心
计帐	算帐
实习	操演,演习,实践,练习
列传	传记
三教九流	三姑六婆,五行八作
养生	摄生
疾首蹙额	咬牙切齿
唠唠叨叨	刺刺不休,婆婆妈妈,口若悬河,喋喋不休
塌台	垮台,倒台,坍台
见多识广	曾经沧海,博学多闻,博古通今,见闻广博
声音	声响,音响
愚蠢	笨拙,拙笨,鲁钝,愚笨,无知,呆笨,愚昧,痴呆,蒙昧,鸠拙
救火员	消防员
男大当婚	男大须婚
稽延	迟延,拖延,迁延
陈旧	陈腐,腐朽,古老,破旧,老套,迂腐,古旧
稍不	略不
偏听偏信	偏听则暗
屋子	房子
言出法随	执法如山
访友	探友
借字	借条,借据,借单
壮伟	壮丽,伟大,雄伟,雄壮,宏伟,宏大
与闻	预闻
增加	增添,增多,加多,加添,增补,增进,增长,扩充,扩大,扩张,添加,添补,补充,扩展,填充
究竟	事实,毕竟,终究,到底,真相,本相
清夜扪心	改过自新
缺漏	罅漏
主办	主持,主理
事必躬亲	身体力行
生活生计	生涯
主动	积极,自动
文体	体裁
孕育	生长
天塌地陷	地动山摇
奉还	璧还,送还,退回,归还,返璧,奉璧
别出心裁	独出心裁,标新立异,不落窠臼,独辟蹊径,独出机杼,别开生面,别具一格,别出机杼,自出机杼,匠心独运,独具匠心,别具匠心
愤怒	怨愤,发怒,愤恨,发火,义愤,大怒,恼怒,愤慨,愤懑,愤激,气忿,气愤,生气,盛怒,震怒
心安理得	问心无愧
摩肩接踵	人山人海,熙来攘往,比肩继踵
再接再厉	知难而进,不屈不挠,再接再砺,奋不顾身,勇往直前
警策	警励
肃立	静立
掩盖	隐瞒,遮掩,粉饰,袒护,掩饰笼罩,隐藏,遮盖,包藏,掩饰,覆盖,遮蔽,隐没,隐蔽,掩护
镂骨铭心	刻骨铭心,铭心镂骨
浪子回头	迷途知返,发人深省,回头是岸
回响反映	反应
暮气	老气,死气
倒退腐败	凋零
职位地方	地位
养分	营养
战场	战地,沙场,疆场
战地	战场,沙场,疆场
地动山摇	天旋地转,天塌地陷
玩世不恭	逢场作戏,放荡不羁,游戏人间,嬉皮笑脸
龆年	髫龄
韬匮藏珠	闭门不出
引申	引伸,扩充
混身	满身,周身,全身,浑身,浑身是劲,浑身是汗
捐躯疆场	马革裹尸
群魔乱舞	群丑跳梁
贯串	相接,连接,维系,贯通,连接结构,接连,相连,联贯,衔接,贯穿,连合,连结
先见之明	未卜先知,先知先觉
引用	援用
流通	流畅,畅达,畅通流畅,流行,贯通,通畅,畅通
因人成事	倚仗他人,依人而立
缓急轻重	轻重缓急
小恩小惠	笼络人心
难以估计	无法计算
平静	缓和,宁静,镇静,静谧,沉静,安定,安静,从容,太平,安静冷静僻静,冷静,安宁,安谧,平和,平宁,幽静,清静,稳定,僻静,安祥,安闲,和平,寂静
瓮中鳖	囊中物
评话	说书
蹀躞	踥蹀
兵种	军种
嘹亮	洪亮,宏亮,响亮,嘹喨
弄柳拈花	拈花惹草
评语	考语
佛口蛇心	刀头之蜜,口蜜腹剑,笑里藏刀
变幻	幻化
才高八斗	八斗之才,学富五车
宾客	客人,来宾
明器	冥器,冥具
民意	民心
接连	相接,连接,毗连,陆续,一连,连接结构,衔接,相连,贯串,持续,相联,联贯,连续,连绵,连缀,继续,连结
宗派	派别,门户,流派
接近	亲近,切近,挨近,贴近,迫近,靠拢,靠近,逼近
拆伙	散伙
民愤	公愤
赞誉	称誉,颂扬,赞赏,赞扬,夸奖,称赞,表彰,表扬,赞叹,赞美
客店	旅舍,旅馆,旅社,旅店,酒店
邪魔	魔鬼,恶魔
持平立论	平心而谈
惘然	怅惘,怅然,惋惜
从善如流	闻过则喜,洗心革面,从谏如流,改过自新,疾恶如仇
一块儿	一起
疑心	狐疑,困惑,可疑,怀疑,猜疑,疑惑
情报	谍报
惹起	引起
查抄	搜检,搜查,检查
屠烧	焚杀
同归于尽	玉石俱焚
腊肠	香肠
雁过拔毛	尖酸刻薄
切合	契合,符合,吻合,相符,适合
鱼雁不绝	雁足传书
欢欣鼓舞	兴高采烈,欢天喜地,手舞足蹈,兴高彩烈,喜气洋洋,眉开眼笑,眉飞色舞,载歌载舞
听说	据说,传说,传闻,外传
嫣然一笑	付之一笑
整体	全体,全部,全局,团体,整个,集体,总体,满堂
以己度人	推己及人
失当	不当,不妥,欠妥
好久	长久,很久,良久,许久
听话	乖巧
泄漏	泄露,吐露,走漏,暴露,败露,透露
属意	钟情,关心,留意
亮相	表态
蹑手蹑脚	轻手轻脚
事主	本家儿,当事者,当事人
扰攘	纷乱,纷扰,骚动,骚扰
奔走	奔波,奔跑,驰驱,驱驰
适可而止	恰到好处,下不为例,恰如其分,不为已甚
妄言妄听	姑妄听之
缔结	签订,订立,签定,签署
矫饰	卖弄,造作,虚伪
遵循	遵从,依照,从命,遵命,遵照,坚守,按照,服从,听命,听从,恪守,遵守,根据
辽阔	广阔,空阔,宽大,恢弘,广漠,壮阔,空旷,宽广,宽敞,宽阔,广博,广大,开阔,广宽,广泛
心里	内心,心坎
新妇	新娘
噤若寒蝉	守口如瓶,沉默寡言,默默无言,理屈词穷,默不作声,缄口不言,张口结舌
名闻遐迩	名噪一时,赫赫有名
津津有味	津津乐道,兴致勃勃
让位	退位,逊位
